Date,pieces,pieces_gaps
2017-12-10,686.1109165620456,689.5502391732479
2017-12-17,685.2471207726709,682.3269842585897
2017-12-24,700.3613522171181,703.3827522265376
2017-12-31,697.0783919657373,698.086826854816
2018-01-07,738.380632240349,737.6982034604888
2018-01-14,736.4312170855943,733.9594106246783
2018-01-21,727.9775979092921,725.8202695549445
2018-01-28,731.8002554339793,737.949691721337
2018-02-04,773.8468728061396,773.848921263012
2018-02-11,766.0893609555403,768.4357509601347
2018-02-18,776.5649921508619,774.1922940058593
2018-02-25,772.5983730092094,770.2588141705444
2018-03-04,803.7919131402341,807.0378675679839
2018-03-11,810.0208170189995,
2018-03-18,809.4873337354123,
2018-03-25,806.2611863488867,
2018-04-01,838.5004595844871,
2018-04-08,828.0984939296663,
2018-04-15,837.383488602387,
2018-04-22,838.0693168575077,
2018-04-29,834.3560783710958,
2018-05-06,853.3195390545709,
2018-05-13,846.2333060614337,
2018-05-20,857.9090090393946,
2018-05-27,853.1643632611454,
2018-06-03,857.3863848974048,
2018-06-10,866.0450461291845,
2018-06-17,858.0782815472862,852.1436057991618
2018-06-24,855.3576935181821,855.4984982243633
2018-07-01,850.3057280757408,855.9990291259787
2018-07-08,861.9189237000885,859.0752455482815
2018-07-15,853.2867271808789,850.7837580444041
2018-07-22,869.262844853282,871.5549341980005
2018-07-29,850.8792269039416,846.2508223583127
2018-08-05,855.5860924091161,853.687827319461
2018-08-12,848.9588979036789,850.7482213164242
2018-08-19,848.2202450083139,846.3173874652457
2018-08-26,846.779215133621,846.0713051719881
2018-09-02,828.4616977497425,
2018-09-09,827.0778436658579,
2018-09-16,833.5825265880646,
2018-09-23,829.4371554212925,
2018-09-30,830.4175259852916,
2018-10-07,797.5819389389306,
2018-10-14,799.9152718813947,
2018-10-21,802.5390088444603,
2018-10-28,793.249158036717,
2018-11-04,759.6819296548496,
2018-11-11,770.9391772354917,
2018-11-18,591.2219133518304,
2018-11-25,767.9029400836147,
2018-12-02,730.8921696653271,
2018-12-09,733.3379085268084,
2018-12-16,729.7012015984532,732.0498228032989
2018-12-23,729.3084763729885,
2018-12-30,734.9792262754884,
2019-01-06,768.730992877303,
2019-01-13,776.4641205439505,
2019-01-20,766.7099387441889,
2019-01-27,781.1686349520064,
2019-02-03,815.3629874120652,
2019-02-10,815.0801486715694,
2019-02-17,819.5134549197276,
2019-02-24,823.7273722223129,
2019-03-03,852.3378675030727,858.9754606212645
2019-03-10,838.8616460213238,837.781528215053
2019-03-17,842.4681323443036,840.2839010507377
2019-03-24,846.5419242895038,847.661969968638
2019-03-31,850.5964724290362,851.533607060436
2019-04-07,877.6921056700114,881.2703111662606
2019-04-14,872.2750915018985,868.5014870341719
2019-04-21,877.6376443900513,879.8317851477763
2019-04-28,873.7268959058993,875.4981620896536
2019-05-05,890.2312849284004,889.8048453175788
2019-05-12,887.0555684591193,888.0716304128844
2019-05-19,890.2727077128058,893.3610801576008
2019-05-26,888.9304509152786,891.547397055364
2019-06-02,896.7206337351133,893.2915757988922
2019-06-09,907.6682089830392,910.1286835433057
2019-06-16,898.4530055558404,898.2589397407428
2019-06-23,917.1619103241869,
2019-06-30,907.2665895044045,
2019-07-07,901.4130545618345,
2019-07-14,896.997085042454,
2019-07-21,905.5904233404053,
2019-07-28,900.0106848121715,
2019-08-04,889.3138596408927,
2019-08-11,902.3042332590098,
2019-08-18,889.8235110690425,
2019-08-25,896.8501771990942,
2019-09-01,864.5501350523526,
2019-09-08,868.6910747254974,
2019-09-15,878.5200203561598,879.3143462890937
2019-09-22,867.3311818890434,871.1573541030405
2019-09-29,880.3282599679668,879.8731166672351
2019-10-06,844.5387596772774,846.1388374113938
2019-10-13,838.9876661205287,841.5060716340839
2019-10-20,845.7620386952776,849.4166228305404
2019-10-27,848.2627722481337,851.4348771642684
2019-11-03,811.1319065764642,
2019-11-10,639.043340801749,
2019-11-17,805.9871708862538,
2019-11-24,809.1852635876206,810.1830861185932
2019-12-01,772.0278328544998,774.827217071523
2019-12-08,776.3033604877535,775.6351983854237
2019-12-15,774.8885050046663,778.0840209018095
2019-12-22,768.1232782064495,772.481128442908
2019-12-29,777.5009892550298,
2020-01-05,818.2757854917974,
2020-01-12,818.8218090050334,
2020-01-19,822.2267603931513,
2020-01-26,821.7924675381227,
2020-02-02,856.8959003961422,
2020-02-09,855.0491714427069,
2020-02-16,847.8951953324201,
2020-02-23,859.148091095663,854.8403625240574
2020-03-01,889.9044556137977,885.9570081645152
2020-03-08,891.023911363959,891.8669391148044
2020-03-15,884.0822742988806,877.6844874204161
2020-03-22,885.8607344759408,888.898646704873
2020-03-29,897.3317814446466,896.8573199115297
2020-04-05,916.5060347983826,926.2353137071668
2020-04-12,920.9113140545289,927.8350628063772
2020-04-19,918.4454024483182,917.9010552405756
2020-04-26,919.2525912651446,918.9335802575506
2020-05-03,939.5802929732403,
2020-05-10,933.1086503022734,
2020-05-17,936.9694778280651,
2020-05-24,934.9774974998352,929.6183711037711
2020-05-31,935.9163928061988,934.0502883895357
2020-06-07,942.4541393826568,944.2023521321784
2020-06-14,945.9106688581686,947.4012896296914
2020-06-21,943.2062568916826,946.4155712566342
2020-06-28,952.6787806278677,949.0796880427717
2020-07-05,937.6158374322628,930.6674058433562
2020-07-12,941.9545157225535,944.52855830846
2020-07-19,941.4902186519894,939.0056298330936
2020-07-26,951.7237633651289,945.668299771963
2020-08-02,931.2865844502238,931.721775688102
2020-08-09,936.263033265009,938.642560329665
2020-08-16,924.476008702481,924.1098373061171
2020-08-23,934.0390618970122,932.6655167384647
2020-08-30,937.951964545783,937.4738778493453
2020-09-06,910.8774371243593,909.765688837157
2020-09-13,916.5934190533088,912.5492777174883
2020-09-20,909.4795749274803,907.335532896509
2020-09-27,919.9127543789101,921.4765940939516
2020-10-04,894.0944906180963,895.0595262422258
2020-10-11,881.5858071978018,882.0899866157023
2020-10-18,881.9724873929962,878.9870419474361
2020-10-25,892.2669223855885,891.7224128991814
2020-11-01,646.2936729239552,639.7624777846266
2020-11-08,847.8085566296118,848.343986621268
2020-11-15,849.121922679899,
2020-11-22,850.6139337210756,
2020-11-29,846.1006042102067,
2020-12-06,810.2067402675791,
2020-12-13,810.5792961662397,
2020-12-20,812.5610121744794,
2020-12-27,817.0265755630661,
2021-01-03,857.9939304280607,
2021-01-10,865.3753592294486,865.6856736173729
2021-01-17,853.4310865616842,859.5573146821155
2021-01-24,864.1444687577612,
2021-01-31,858.9529125442506,
2021-02-07,896.7526814517379,
2021-02-14,901.1740974608331,
2021-02-21,892.9863898921885,
2021-02-28,901.3120487309203,
2021-03-07,932.0982782190474,
2021-03-14,934.5282734980228,
2021-03-21,934.3118603975213,
2021-03-28,787.7761776312767,
2021-04-04,955.1151106464093,
2021-04-11,956.4488257926567,
2021-04-18,956.788107935542,
2021-04-25,957.9264249718645,
2021-05-02,973.3019383068277,
2021-05-09,983.2339565988981,
2021-05-16,985.1913951833096,
2021-05-23,976.0351424746129,
2021-05-30,909.2390100604036,
2021-06-06,987.9570777819321,984.2717462881348
2021-06-13,983.6388847785952,977.4121207513596
2021-06-20,990.3646590887776,990.1064500104048
2021-06-27,989.0146151042564,988.5636537234408
2021-07-04,976.1101533683741,975.130064728815
2021-07-11,992.2263999500105,989.0986668659988
2021-07-18,994.268262308838,990.7515610485281
2021-07-25,983.0249304909385,984.4180400815782
2021-08-01,969.9653027679859,968.3136469728605
2021-08-08,974.1331375212903,975.0822124858988
2021-08-15,975.176094517601,972.5203484592283
2021-08-22,734.6405241615997,735.183712389913
2021-08-29,985.1548332614976,989.0646673734458
2021-09-05,951.1812810405119,952.9397784416902
2021-09-12,948.87453095529,947.6372895006406
2021-09-19,946.7694210379095,
2021-09-26,950.8113669782725,
2021-10-03,924.0343651356311,
2021-10-10,766.6708167961033,
2021-10-17,923.2119435048193,
2021-10-24,927.7189397581946,
2021-10-31,927.3178855196363,
2021-11-07,897.9648231326186,894.9171866516486
2021-11-14,905.4575188947462,901.2918912332525
2021-11-21,890.9685129007765,886.1676995872654
2021-11-28,891.975659552787,888.3238114761256
2021-12-05,861.6208043853454,862.0991919057578
2021-12-12,860.6094574481316,857.9310949016559
2021-12-19,796.8019606626809,798.3428040553742
2021-12-26,861.7196409266298,861.8237821728875
2022-01-02,896.6263963114428,890.7208836711286
2022-01-09,902.1761309188397,904.1410576715048
2022-01-16,905.5663746682927,907.9987706050679
2022-01-23,904.925267671365,901.9436796468605
2022-01-30,904.1592269209146,905.4198015495996
2022-02-06,943.9333734479458,941.3638787357181
2022-02-13,945.2464779522285,945.5394890824734
2022-02-20,947.1107949551877,943.3172997343228
2022-02-27,944.2435494379482,938.8642300803444
2022-03-06,972.0304267763979,970.881975207559
2022-03-13,974.3995856101487,974.0283987713242
2022-03-20,980.498562010524,979.3055229296801
2022-03-27,971.181338823046,967.6292471483783
2022-04-03,1001.7471771120303,
2022-04-10,998.7371165060291,
2022-04-17,1001.6475346823399,
2022-04-24,1008.6960698807023,
2022-05-01,1019.0443692834599,
2022-05-08,1019.1210566841411,
2022-05-15,1012.8895932384606,
2022-05-22,1024.2201417734964,
2022-05-29,1024.5162948490658,
2022-06-05,1038.0162736165273,1039.458997894774
2022-06-12,1026.461108825235,1025.8535361440404
2022-06-19,1029.8957516383198,1028.3108604983308
2022-06-26,1030.8469184185537,1033.9551813716926
2022-07-03,1033.1761403421779,1028.9072155663928
2022-07-10,1025.6123962814256,1022.7020235002867
2022-07-17,1028.283981572212,1027.0913082757368
2022-07-24,1030.728356491943,1034.441317764479
2022-07-31,1029.421919559142,
2022-08-07,1012.0716424949132,
2022-08-14,1016.0742605321574,
2022-08-21,1021.2719693169647,
2022-08-28,1011.5712340706106,
2022-09-04,994.3308655487166,
2022-09-11,990.9654131032863,
2022-09-18,1001.2412503226063,
2022-09-25,988.4500826540632,
2022-10-02,963.0053907636421,
2022-10-09,878.0805996911216,
2022-10-16,975.2276201461718,
2022-10-23,967.8712486946351,
2022-10-30,966.224002366534,
2022-11-06,943.0286421125811,
2022-11-13,927.1827872632969,
2022-11-20,924.2288269822778,
2022-11-27,938.2229290156448,
2022-12-04,895.489728878237,
2022-12-11,893.6938359143466,
2022-12-18,903.1417822364967,
2022-12-25,708.3632992209359,
2023-01-01,845.7872873998679,845.2011163463368
2023-01-08,934.4213347720237,933.065486656288
2023-01-15,899.1118286750269,896.7438131578679
2023-01-22,945.6738626551714,945.6527276987298
2023-01-29,942.7269774464813,942.0801487107773
2023-02-05,989.4331849802384,988.3176113334024
2023-02-12,975.6495761683692,973.4641913033282
2023-02-19,974.1723741453764,975.1309481577252
2023-02-26,979.1404596505938,984.1013114560707
2023-03-05,1014.2380870962047,1014.6577487947221
2023-03-12,1016.4827144245955,1019.4710690693289
2023-03-19,1014.8598368887004,1010.68917111324
2023-03-26,1018.6262941605536,1019.0995784784349
2023-04-02,1035.2461134467137,1031.9540084898006
2023-04-09,1049.5226335880322,1045.0918588054365
2023-04-16,1042.6930546757028,1040.4749404533256
2023-04-23,1049.4902897256065,1053.0659877288472
2023-04-30,1046.4174372995544,1049.2674847855633
2023-05-07,1062.772640039129,1063.5016542052922
2023-05-14,1064.1377103445213,1059.5396086648516
2023-05-21,1064.327416743447,1063.7385747892831
2023-05-28,1066.102487742698,1067.0075877694032
2023-06-04,1075.4457626506623,1075.9723713393983
2023-06-11,1070.5826058485072,1065.051225098065
2023-06-18,1073.9450187879427,1071.2740652438831
2023-06-25,1070.751321528564,1070.5590882361178
2023-07-02,1074.0894600206077,1075.6983327491594
2023-07-09,1064.3069124330639,
2023-07-16,1077.4935761079144,
2023-07-23,1069.0880841901387,
2023-07-30,1062.93499843277,
2023-08-06,1056.5443326422198,
2023-08-13,979.5723091753214,
2023-08-20,1061.7070283126095,
2023-08-27,1055.0406906711542,
2023-09-03,1033.0351000119083,
2023-09-10,1026.6183135232545,
2023-09-17,1034.604485581737,1038.7848491643103
2023-09-24,1025.5466205448374,1027.6782678517309
2023-10-01,999.4804858825714,1000.7685083509766
2023-10-08,1012.0020732807216,1013.1409922258795
2023-10-15,1012.9290007932542,1011.2606445529718
2023-10-22,1011.9272878089249,1011.537106928264
2023-10-29,1005.765119284354,1010.772327861833
2023-11-05,974.9842999846683,972.1566259672926
2023-11-12,976.0048440699253,980.8491804420548
2023-11-19,971.0310333194154,970.0649488559393
2023-11-26,985.1398482742139,989.1161446014992
2023-12-03,943.9868114528783,939.7663664243858
2023-12-10,939.2951791308518,941.0528917343457
2023-12-17,941.3344291949727,939.1241187871299
2023-12-24,943.0419140397378,938.7961124639652
2023-12-31,932.5913256578787,933.2469277851114
2024-01-07,981.1869698527752,984.215385218563
2024-01-14,846.914885276483,844.3800609607025
2024-01-21,979.0147567159036,
2024-01-28,983.4173553009483,
2024-02-04,1030.7884326342478,
2024-02-11,1025.804214306335,
2024-02-18,1020.5441050510861,
2024-02-25,1027.0629139067808,
2024-03-03,1063.062794360912,
2024-03-10,1061.4891855925462,
2024-03-17,1057.964169027583,
2024-03-24,1055.2313332894544,
2024-03-31,848.9340104135529,
2024-04-07,1085.8712374947747,
2024-04-14,1089.1797766678046,
2024-04-21,1088.6796695760756,1090.0671204482762
2024-04-28,1091.5515741442628,1088.013466779365
2024-05-05,1059.4396802703945,1059.9564434296276
2024-05-12,1109.475844271532,1111.4904377867192
2024-05-19,1104.6768719668223,
2024-05-26,1114.8651783064865,
2024-06-02,1106.9540609095523,
2024-06-09,1119.8798190158263,
2024-06-16,1112.9895539173133,1114.1544899335836
2024-06-23,1109.542909981928,1113.2914246840464
2024-06-30,1111.1805708297284,1107.1822386372894
2024-07-07,1107.6871374023888,1106.638819420738
2024-07-14,1112.2097036753698,1109.8919974291011
2024-07-21,1113.5030513835377,1114.640510739716
2024-07-28,1108.8203739236674,1112.5110404506197
2024-08-04,1097.3820376063609,1095.5911147461977
2024-08-11,1109.0151623607253,1101.844249258317
2024-08-18,1107.7415264181693,1106.5048641830958
2024-08-25,1102.085428916036,1104.8258501120883
2024-09-01,1077.0560345688232,1078.6689242776729
2024-09-08,1078.2661738115735,1079.5507325550052
2024-09-15,1081.5336070416342,1080.6936271360107
2024-09-22,1074.15205435199,1070.3149621433306
2024-09-29,1078.7791344908653,1080.3250174557388
2024-10-06,1041.457079630612,1038.9542342005082
2024-10-13,1052.5961156130263,1059.1484058131678
2024-10-20,1054.635979698514,1056.3475013235775
2024-10-27,1049.7840676885032,1048.0421227808413
2024-11-03,1024.6927905818284,1022.8586348396625
2024-11-10,1011.4940284503665,1011.2151958305258
2024-11-17,1011.1009823643291,1010.3824765982638
2024-11-24,1020.345115858178,1023.6956171847679
2024-12-01,986.4354915130608,986.994740022293
2024-12-08,990.4196384572894,988.2247432405637
2024-12-15,903.6400982098647,909.3114202653321
2024-12-22,988.9934041671565,989.1413291617172
2024-12-29,984.2074576524966,986.5139766804033
